"C02414V02915","Sector","TLIST(A1)","Year","STATISTIC","Statistic Label","UNIT","VALUE"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2006","2006","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","641.11"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2007","2007","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","642.33"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2007","2007","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2007","2007","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.01"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2007","2007","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","653.06"
"80145","Electricity, gas and water supply (NACE 40, 41)","1994","1994","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1162.4"
"80145","Electricity, gas and water supply (NACE 40, 41)","1994","1994","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"80145","Electricity, gas and water supply (NACE 40, 41)","1994","1994","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.7"
"80145","Electricity, gas and water supply (NACE 40, 41)","1994","1994","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1265.7"
"80145","Electricity, gas and water supply (NACE 40, 41)","1995","1995","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1206.5"
"80145","Electricity, gas and water supply (NACE 40, 41)","1995","1995","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"80145","Electricity, gas and water supply (NACE 40, 41)","1995","1995","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.9"
"80145","Electricity, gas and water supply (NACE 40, 41)","1995","1995","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1313.1"
"80145","Electricity, gas and water supply (NACE 40, 41)","1996","1996","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1364.4"
"80145","Electricity, gas and water supply (NACE 40, 41)","1996","1996","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.2"
"80145","Electricity, gas and water supply (NACE 40, 41)","1996","1996","EAA01C3","Methane (CH4) Emissions","000 Tonnes","3.1"
"80145","Electricity, gas and water supply (NACE 40, 41)","1996","1996","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1480"
"80145","Electricity, gas and water supply (NACE 40, 41)","1997","1997","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1347.7"
"80145","Electricity, gas and water supply (NACE 40, 41)","1997","1997","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.15"
"80145","Electricity, gas and water supply (NACE 40, 41)","1997","1997","EAA01C3","Methane (CH4) Emissions","000 Tonnes","1.9"
"80145","Electricity, gas and water supply (NACE 40, 41)","1997","1997","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1435.6"
"80145","Electricity, gas and water supply (NACE 40, 41)","1998","1998","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1198.67"
"80145","Electricity, gas and water supply (NACE 40, 41)","1998","1998","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.18"
"80145","Electricity, gas and water supply (NACE 40, 41)","1998","1998","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.58"
"80145","Electricity, gas and water supply (NACE 40, 41)","1998","1998","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1307.8"
"80145","Electricity, gas and water supply (NACE 40, 41)","1999","1999","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1128.93"
"80145","Electricity, gas and water supply (NACE 40, 41)","1999","1999","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.17"
"80145","Electricity, gas and water supply (NACE 40, 41)","1999","1999","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.55"
"80145","Electricity, gas and water supply (NACE 40, 41)","1999","1999","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1234.17"
"80145","Electricity, gas and water supply (NACE 40, 41)","2000","2000","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1267.87"
"80145","Electricity, gas and water supply (NACE 40, 41)","2000","2000","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.17"
"80145","Electricity, gas and water supply (NACE 40, 41)","2000","2000","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.46"
"80145","Electricity, gas and water supply (NACE 40, 41)","2000","2000","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1371.97"
"80145","Electricity, gas and water supply (NACE 40, 41)","2001","2001","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1463.93"
"80145","Electricity, gas and water supply (NACE 40, 41)","2001","2001","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.2"
"80145","Electricity, gas and water supply (NACE 40, 41)","2001","2001","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.65"
"80145","Electricity, gas and water supply (NACE 40, 41)","2001","2001","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1580.63"
"80145","Electricity, gas and water supply (NACE 40, 41)","2002","2002","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1215.73"
"80145","Electricity, gas and water supply (NACE 40, 41)","2002","2002","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.15"
"80145","Electricity, gas and water supply (NACE 40, 41)","2002","2002","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.08"
"80145","Electricity, gas and water supply (NACE 40, 41)","2002","2002","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1307.22"
"80145","Electricity, gas and water supply (NACE 40, 41)","2003","2003","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1022.34"
"80145","Electricity, gas and water supply (NACE 40, 41)","2003","2003","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.11"
"80145","Electricity, gas and water supply (NACE 40, 41)","2003","2003","EAA01C3","Methane (CH4) Emissions","000 Tonnes","1.85"
"80145","Electricity, gas and water supply (NACE 40, 41)","2003","2003","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1096.84"
"80145","Electricity, gas and water supply (NACE 40, 41)","2004","2004","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1011.03"
"80145","Electricity, gas and water supply (NACE 40, 41)","2004","2004","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.12"
"80145","Electricity, gas and water supply (NACE 40, 41)","2004","2004","EAA01C3","Methane (CH4) Emissions","000 Tonnes","1.98"
"80145","Electricity, gas and water supply (NACE 40, 41)","2004","2004","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1088.28"
"80145","Electricity, gas and water supply (NACE 40, 41)","2005","2005","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1242.62"
"80145","Electricity, gas and water supply (NACE 40, 41)","2005","2005","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.15"
"80145","Electricity, gas and water supply (NACE 40, 41)","2005","2005","EAA01C3","Methane (CH4) Emissions","000 Tonnes","1.64"
"80145","Electricity, gas and water supply (NACE 40, 41)","2005","2005","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1322.88"
"80145","Electricity, gas and water supply (NACE 40, 41)","2006","2006","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","994.58"
"80145","Electricity, gas and water supply (NACE 40, 41)","2006","2006","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.12"
"80145","Electricity, gas and water supply (NACE 40, 41)","2006","2006","EAA01C3","Methane (CH4) Emissions","000 Tonnes","3"
"80145","Electricity, gas and water supply (NACE 40, 41)","2006","2006","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1093.27"
"80145","Electricity, gas and water supply (NACE 40, 41)","2007","2007","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","944.55"
"80145","Electricity, gas and water supply (NACE 40, 41)","2007","2007","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"80145","Electricity, gas and water supply (NACE 40, 41)","2007","2007","EAA01C3","Methane (CH4) Emissions","000 Tonnes","1.85"
"80145","Electricity, gas and water supply (NACE 40, 41)","2007","2007","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1013.28"
"801601","Domestic transport (NACE 60 - 62)","1994","1994","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","6147.8"
"801601","Domestic transport (NACE 60 - 62)","1994","1994","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.5"
"801601","Domestic transport (NACE 60 - 62)","1994","1994","EAA01C3","Methane (CH4) Emissions","000 Tonnes","1.9"
"801601","Domestic transport (NACE 60 - 62)","1994","1994","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","6353.2"
"801601","Domestic transport (NACE 60 - 62)","1995","1995","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","6553"
"801601","Domestic transport (NACE 60 - 62)","1995","1995","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.6"
"801601","Domestic transport (NACE 60 - 62)","1995","1995","EAA01C3","Methane (CH4) Emissions","000 Tonnes","1.9"
"801601","Domestic transport (NACE 60 - 62)","1995","1995","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","6764.4"
"801601","Domestic transport (NACE 60 - 62)","1996","1996","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","7339"
"801601","Domestic transport (NACE 60 - 62)","1996","1996","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.7"
"801601","Domestic transport (NACE 60 - 62)","1996","1996","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2"
"801601","Domestic transport (NACE 60 - 62)","1996","1996","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","7595.5"
"801601","Domestic transport (NACE 60 - 62)","1997","1997","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","8326.6"
"801601","Domestic transport (NACE 60 - 62)","1997","1997","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.82"
"801601","Domestic transport (NACE 60 - 62)","1997","1997","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.06"
"801601","Domestic transport (NACE 60 - 62)","1997","1997","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","8624.2"
"801601","Domestic transport (NACE 60 - 62)","1998","1998","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","8477.77"
"801601","Domestic transport (NACE 60 - 62)","1998","1998","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.62"
"801601","Domestic transport (NACE 60 - 62)","1998","1998","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.27"
"801601","Domestic transport (NACE 60 - 62)","1998","1998","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","8716.86"
"801601","Domestic transport (NACE 60 - 62)","1999","1999","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","9365.62"
"801601","Domestic transport (NACE 60 - 62)","1999","1999","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.65"
"801601","Domestic transport (NACE 60 - 62)","1999","1999","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.36"
"801601","Domestic transport (NACE 60 - 62)","1999","1999","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","9616.6"
"801601","Domestic transport (NACE 60 - 62)","2000","2000","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","10086.08"
"801601","Domestic transport (NACE 60 - 62)","2000","2000","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.7"
"801601","Domestic transport (NACE 60 - 62)","2000","2000","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.59"
"801601","Domestic transport (NACE 60 - 62)","2000","2000","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10358.52"
"801601","Domestic transport (NACE 60 - 62)","2001","2001","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","10817.38"
"801601","Domestic transport (NACE 60 - 62)","2001","2001","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.72"
"801601","Domestic transport (NACE 60 - 62)","2001","2001","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.58"
"801601","Domestic transport (NACE 60 - 62)","2001","2001","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11095.41"
"801601","Domestic transport (NACE 60 - 62)","2002","2002","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","10893.44"
"801601","Domestic transport (NACE 60 - 62)","2002","2002","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.67"
"801601","Domestic transport (NACE 60 - 62)","2002","2002","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.47"
"801601","Domestic transport (NACE 60 - 62)","2002","2002","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11152.15"
"801601","Domestic transport (NACE 60 - 62)","2003","2003","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","11092.41"
"801601","Domestic transport (NACE 60 - 62)","2003","2003","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.64"
"801601","Domestic transport (NACE 60 - 62)","2003","2003","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.33"
"801601","Domestic transport (NACE 60 - 62)","2003","2003","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11340.47"
"801601","Domestic transport (NACE 60 - 62)","2004","2004","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","11955.95"
"801601","Domestic transport (NACE 60 - 62)","2004","2004","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.66"
"801601","Domestic transport (NACE 60 - 62)","2004","2004","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.24"
"801601","Domestic transport (NACE 60 - 62)","2004","2004","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","12208.31"
"801601","Domestic transport (NACE 60 - 62)","2005","2005","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","12638.56"
"801601","Domestic transport (NACE 60 - 62)","2005","2005","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.68"
"801601","Domestic transport (NACE 60 - 62)","2005","2005","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.15"
"801601","Domestic transport (NACE 60 - 62)","2005","2005","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","12895.04"
"801601","Domestic transport (NACE 60 - 62)","2006","2006","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","13244.13"
"801601","Domestic transport (NACE 60 - 62)","2006","2006","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.67"
"801601","Domestic transport (NACE 60 - 62)","2006","2006","EAA01C3","Methane (CH4) Emissions","000 Tonnes","1.32"
"801601","Domestic transport (NACE 60 - 62)","2006","2006","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","13479.53"
"801601","Domestic transport (NACE 60 - 62)","2007","2007","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","13964.99"
"801601","Domestic transport (NACE 60 - 62)","2007","2007","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.66"
"801601","Domestic transport (NACE 60 - 62)","2007","2007","EAA01C3","Methane (CH4) Emissions","000 Tonnes","1.33"
"801601","Domestic transport (NACE 60 - 62)","2007","2007","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","14198.48"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1994","1994","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","9814.2"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1994","1994","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","3.2"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1994","1994","EAA01C3","Methane (CH4) Emissions","000 Tonnes","3.4"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1994","1994","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10884.7"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1995","1995","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","10321.1"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1995","1995","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","3.2"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1995","1995","EAA01C3","Methane (CH4) Emissions","000 Tonnes","3.3"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1995","1995","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11394.7"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1996","1996","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","10585.9"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1996","1996","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","3.3"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1996","1996","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.9"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1996","1996","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11655.6"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1997","1997","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","11850.8"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1997","1997","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","3.25"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1997","1997","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.75"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1997","1997","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","12914.8"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1998","1998","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","13530.25"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1998","1998","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.29"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1998","1998","EAA01C3","Methane (CH4) Emissions","000 Tonnes","1.37"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1998","1998","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","13958.11"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1999","1999","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","13801.11"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1999","1999","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.35"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1999","1999","EAA01C3","Methane (CH4) Emissions","000 Tonnes","1.25"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","1999","1999","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","14240.23"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2000","2000","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","14862.63"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2000","2000","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.34"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2000","2000","EAA01C3","Methane (CH4) Emissions","000 Tonnes","1.45"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2000","2000","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","15307.89"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2001","2001","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","15457.62"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2001","2001","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.36"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2001","2001","EAA01C3","Methane (CH4) Emissions","000 Tonnes","1.5"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2001","2001","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","15906.49"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2002","2002","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","14857.38"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2002","2002","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.2"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2002","2002","EAA01C3","Methane (CH4) Emissions","000 Tonnes","1.27"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2002","2002","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","15257.79"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2003","2003","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","13369.64"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2003","2003","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.04"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2003","2003","EAA01C3","Methane (CH4) Emissions","000 Tonnes","28.22"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2003","2003","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","14281.39"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2004","2004","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","13107.1"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2004","2004","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.04"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2004","2004","EAA01C3","Methane (CH4) Emissions","000 Tonnes","1.47"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2004","2004","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","13452.84"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2005","2005","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","13723.5"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2005","2005","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.08"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2005","2005","EAA01C3","Methane (CH4) Emissions","000 Tonnes","1.51"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2005","2005","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","14090.65"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2006","2006","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","13811.02"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2006","2006","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.07"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2006","2006","EAA01C3","Methane (CH4) Emissions","000 Tonnes","1.7"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2006","2006","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","14174.74"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2007","2007","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","13559.18"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2007","2007","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.96"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2007","2007","EAA01C3","Methane (CH4) Emissions","000 Tonnes","1.43"
"810011","Transportable goods and construction industries (NACE 10 - 37, 45)","2007","2007","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","13888.08"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1994","1994","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","5935.7"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1994","1994","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.7"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1994","1994","EAA01C3","Methane (CH4) Emissions","000 Tonnes","72.9"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1994","1994","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","7686.3"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1995","1995","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","5893.2"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1995","1995","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.7"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1995","1995","EAA01C3","Methane (CH4) Emissions","000 Tonnes","75.5"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1995","1995","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","7692"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1996","1996","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","6075.5"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1996","1996","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.7"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1996","1996","EAA01C3","Methane (CH4) Emissions","000 Tonnes","78.4"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1996","1996","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","7936.2"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1997","1997","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","6253.8"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1997","1997","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.71"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1997","1997","EAA01C3","Methane (CH4) Emissions","000 Tonnes","75.35"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1997","1997","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","8056.3"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1998","1998","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","5593.26"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1998","1998","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.25"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1998","1998","EAA01C3","Methane (CH4) Emissions","000 Tonnes","66.89"
